Latitude,Longitude,Height,time_tag,RS PWV,IR PWV,name,datetime,dayofyear_hour_minute,year,month,day,hour,minute,day/night,season
0.622733477111577,0.896226570899088,1191,A20190240925,6.94,6.73,Tehran,2019-01-24 09:25:00,35125,2019,1,24,9,25,day,Winter
0.632856386773144,1.04073983296422,990,A20190242125,5.28,3.3,Mashhad,2019-01-24 21:25:00,35845,2019,1,24,21,25,night,Winter
0.622733477111577,0.896226570899088,1191,A20190242305,6.77,3.83,Tehran,2019-01-24 23:05:00,35945,2019,1,24,23,5,night,Winter
0.566533875197359,0.902509756206268,1550,A20190242305,6.17,2.09,Esfahan,2019-01-24 23:05:00,35945,2019,1,24,23,5,night,Winter
0.597949801733257,0.822224610614529,1322,A20190242305,7.09,5.31,Kermanshah,2019-01-24 23:05:00,35945,2019,1,24,23,5,night,Winter
0.573515192205337,1.03323491718064,1491,A20190250830,4.97,5.74,Birjand,2019-01-25 08:30:00,36510,2019,1,25,8,30,day,Winter
0.527962098728285,0.99413954193597,1754,A20190251005,4.57,4.12,Kerman,2019-01-25 10:05:00,36605,2019,1,25,10,5,day,Winter
0.622733477111577,0.896226570899088,1191,A20190252210,7.05,4.93,Tehran,2019-01-25 22:10:00,37330,2019,1,25,22,10,night,Winter
0.566533875197359,0.902509756206268,1550,A20190252210,5.05,3.71,Esfahan,2019-01-25 22:10:00,37330,2019,1,25,22,10,night,Winter
0.515395728113926,0.917694120698618,1491,A20190252210,10.2,7.26,Shiraz,2019-01-25 22:10:00,37330,2019,1,25,22,10,night,Winter
0.51417399763753,1.06255644861415,1370,A20190252210,6.64,7.06,Zahedan,2019-01-25 22:10:00,37330,2019,1,25,22,10,night,Winter
0.597949801733257,0.822224610614529,1322,A20190252210,7.58,5.15,Kermanshah,2019-01-25 22:10:00,37330,2019,1,25,22,10,night,Winter
0.664621379159441,0.807738377822976,1361,A20190252210,7.66,4.55,Tabriz,2019-01-25 22:10:00,37330,2019,1,25,22,10,night,Winter
0.546811654649823,0.84945174694564,22,A20190260910,15.87,12.75,Ahwaz,2019-01-26 09:10:00,37990,2019,1,26,9,10,day,Winter
0.527962098728285,0.99413954193597,1754,A20190260910,6.62,8.2,Kerman,2019-01-26 09:10:00,37990,2019,1,26,9,10,day,Winter
0.622733477111577,0.896226570899088,1191,A20190260915,6.14,6.68,Tehran,2019-01-26 09:15:00,37995,2019,1,26,9,15,day,Winter
0.632856386773144,1.04073983296422,990,A20190262115,7.27,4.35,Mashhad,2019-01-26 21:15:00,38715,2019,1,26,21,15,night,Winter
0.51417399763753,1.06255644861415,1370,A20190262115,8.25,4.93,Zahedan,2019-01-26 21:15:00,38715,2019,1,26,21,15,night,Winter
0.622733477111577,0.896226570899088,1191,A20190262255,7.34,3.72,Tehran,2019-01-26 22:55:00,38815,2019,1,26,22,55,night,Winter
0.515395728113926,0.917694120698618,1491,A20190262255,9.34,10.64,Shiraz,2019-01-26 22:55:00,38815,2019,1,26,22,55,night,Winter
0.664621379159441,0.807738377822976,1361,A20190262255,7.97,5.58,Tabriz,2019-01-26 22:55:00,38815,2019,1,26,22,55,night,Winter
0.573515192205337,1.03323491718064,1491,A20190270955,5.87,5.42,Birjand,2019-01-27 09:55:00,39475,2019,1,27,9,55,day,Winter
0.527962098728285,0.99413954193597,1754,A20190270955,4.86,4.22,Kerman,2019-01-27 09:55:00,39475,2019,1,27,9,55,day,Winter
0.51417399763753,1.06255644861415,1370,A20190272200,8.68,6.96,Zahedan,2019-01-27 22:00:00,40200,2019,1,27,22,0,night,Winter
0.573515192205337,1.03323491718064,1491,A20190280900,12.7,10.94,Birjand,2019-01-28 09:00:00,40860,2019,1,28,9,0,day,Winter
0.546811654649823,0.84945174694564,22,A20190290945,13.04,14.39,Ahwaz,2019-01-29 09:45:00,42345,2019,1,29,9,45,day,Winter
0.51417399763753,1.06255644861415,1370,A20190292145,12.18,5.04,Zahedan,2019-01-29 21:45:00,43065,2019,1,29,21,45,night,Winter
0.622733477111577,0.896226570899088,1191,A20190302230,6.88,2.39,Tehran,2019-01-30 22:30:00,44550,2019,1,30,22,30,night,Winter
0.51417399763753,1.06255644861415,1370,A20190302230,10.69,3.56,Zahedan,2019-01-30 22:30:00,44550,2019,1,30,22,30,night,Winter
0.546811654649823,0.84945174694564,22,A20190310930,13.55,12.75,Ahwaz,2019-01-31 09:30:00,45210,2019,1,31,9,30,day,Winter
0.573515192205337,1.03323491718064,1491,A20190310930,5.96,4.62,Birjand,2019-01-31 09:30:00,45210,2019,1,31,9,30,day,Winter
0.527962098728285,0.99413954193597,1754,A20190310930,3.16,2.3,Kerman,2019-01-31 09:30:00,45210,2019,1,31,9,30,day,Winter
0.622733477111577,0.896226570899088,1191,A20190310930,9.87,10.3,Tehran,2019-01-31 09:30:00,45210,2019,1,31,9,30,day,Winter
0.515395728113926,0.917694120698618,1491,A20190312135,8.61,3.17,Shiraz,2019-01-31 21:35:00,45935,2019,1,31,21,35,night,Winter
0.632856386773144,1.04073983296422,990,A20190312135,9.25,5.73,Mashhad,2019-01-31 21:35:00,45935,2019,1,31,21,35,night,Winter
0.51417399763753,1.06255644861415,1370,A20190312135,6.56,2.56,Zahedan,2019-01-31 21:35:00,45935,2019,1,31,21,35,night,Winter
0.597949801733257,0.822224610614529,1322,A20190312310,8.72,4.72,Kermanshah,2019-01-31 23:10:00,46030,2019,1,31,23,10,night,Winter
0.573515192205337,1.03323491718064,1491,A20190320835,6.85,7.56,Birjand,2019-02-01 08:35:00,46595,2019,2,1,8,35,day,Winter
0.527962098728285,0.99413954193597,1754,A20190321015,4.38,7.23,Kerman,2019-02-01 10:15:00,46695,2019,2,1,10,15,day,Winter
0.566533875197359,0.902509756206268,1550,A20190322215,5.18,5.99,Esfahan,2019-02-01 22:15:00,47415,2019,2,1,22,15,night,Winter
0.632856386773144,1.04073983296422,990,A20190322215,7.75,7.7,Mashhad,2019-02-01 22:15:00,47415,2019,2,1,22,15,night,Winter
0.51417399763753,1.06255644861415,1370,A20190322220,4.86,5.04,Zahedan,2019-02-01 22:20:00,47420,2019,2,1,22,20,night,Winter
0.546811654649823,0.84945174694564,22,A20190330920,15.02,17.02,Ahwaz,2019-02-02 09:20:00,48080,2019,2,2,9,20,day,Winter
0.573515192205337,1.03323491718064,1491,A20190330920,10.89,6.82,Birjand,2019-02-02 09:20:00,48080,2019,2,2,9,20,day,Winter
0.527962098728285,0.99413954193597,1754,A20190330920,9.49,5.48,Kerman,2019-02-02 09:20:00,48080,2019,2,2,9,20,day,Winter
0.632856386773144,1.04073983296422,990,A20190332120,8.98,9.18,Mashhad,2019-02-02 21:20:00,48800,2019,2,2,21,20,night,Winter
0.566533875197359,0.902509756206268,1550,A20190332300,6.4,5.03,Esfahan,2019-02-02 23:00:00,48900,2019,2,2,23,0,night,Winter
0.664621379159441,0.807738377822976,1361,A20190332300,8.15,3.45,Tabriz,2019-02-02 23:00:00,48900,2019,2,2,23,0,night,Winter
0.546811654649823,0.84945174694564,22,A20190341000,8.19,8.03,Ahwaz,2019-02-03 10:00:00,49560,2019,2,3,10,0,day,Winter
0.622733477111577,0.896226570899088,1191,A20190342205,10.75,4.08,Tehran,2019-02-03 22:05:00,50285,2019,2,3,22,5,night,Winter
0.566533875197359,0.902509756206268,1550,A20190342205,7.74,3.46,Esfahan,2019-02-03 22:05:00,50285,2019,2,3,22,5,night,Winter
0.527962098728285,0.99413954193597,1754,A20190350905,3.8,5.14,Kerman,2019-02-04 09:05:00,50945,2019,2,4,9,5,day,Winter
0.622733477111577,0.896226570899088,1191,A20190350905,6.2,6.2,Tehran,2019-02-04 09:05:00,50945,2019,2,4,9,5,day,Winter
0.622733477111577,0.896226570899088,1191,A20190352245,7.02,4.29,Tehran,2019-02-04 22:45:00,51765,2019,2,4,22,45,night,Winter
0.664621379159441,0.807738377822976,1361,A20190352245,6.17,2.01,Tabriz,2019-02-04 22:45:00,51765,2019,2,4,22,45,night,Winter
0.515395728113926,0.917694120698618,1491,A20190352250,2.58,1.6,Shiraz,2019-02-04 22:50:00,51770,2019,2,4,22,50,night,Winter
0.597949801733257,0.822224610614529,1322,A20190352250,5.18,1.87,Kermanshah,2019-02-04 22:50:00,51770,2019,2,4,22,50,night,Winter
0.546811654649823,0.84945174694564,22,A20190360950,6.13,6.6,Ahwaz,2019-02-05 09:50:00,52430,2019,2,5,9,50,day,Winter
0.527962098728285,0.99413954193597,1754,A20190360950,3.65,4.71,Kerman,2019-02-05 09:50:00,52430,2019,2,5,9,50,day,Winter
0.622733477111577,0.896226570899088,1191,A20190360950,5.42,6.04,Tehran,2019-02-05 09:50:00,52430,2019,2,5,9,50,day,Winter
0.597949801733257,0.822224610614529,1322,A20190362330,4.18,2.57,Kermanshah,2019-02-05 23:30:00,53250,2019,2,5,23,30,night,Winter
0.664621379159441,0.807738377822976,1361,A20190362330,3.74,3.93,Tabriz,2019-02-05 23:30:00,53250,2019,2,5,23,30,night,Winter
0.573515192205337,1.03323491718064,1491,A20190370855,4.85,4.46,Birjand,2019-02-06 08:55:00,53815,2019,2,6,8,55,day,Winter
0.527962098728285,0.99413954193597,1754,A20190370855,2.77,3.91,Kerman,2019-02-06 08:55:00,53815,2019,2,6,8,55,day,Winter
0.622733477111577,0.896226570899088,1191,A20190370855,4.04,4.22,Tehran,2019-02-06 08:55:00,53815,2019,2,6,8,55,day,Winter
0.632856386773144,1.04073983296422,990,A20190372235,6.37,4.59,Mashhad,2019-02-06 22:35:00,54635,2019,2,6,22,35,night,Winter
0.573515192205337,1.03323491718064,1491,A20190380935,4.84,4.13,Birjand,2019-02-07 09:35:00,55295,2019,2,7,9,35,day,Winter
0.515395728113926,0.917694120698618,1491,A20190382140,2.87,6.09,Shiraz,2019-02-07 21:40:00,56020,2019,2,7,21,40,night,Winter
0.51417399763753,1.06255644861415,1370,A20190382140,3.24,2.35,Zahedan,2019-02-07 21:40:00,56020,2019,2,7,21,40,night,Winter
0.527962098728285,0.99413954193597,1754,A20190390840,5.32,6.44,Kerman,2019-02-08 08:40:00,56680,2019,2,8,8,40,day,Winter
0.51417399763753,1.06255644861415,1370,A20190392225,2.78,4.63,Zahedan,2019-02-08 22:25:00,57505,2019,2,8,22,25,night,Winter
0.566533875197359,0.902509756206268,1550,A20190422255,9.98,4.15,Esfahan,2019-02-11 22:55:00,61855,2019,2,11,22,55,night,Winter
0.546811654649823,0.84945174694564,22,A20190430955,13.48,14.68,Ahwaz,2019-02-12 09:55:00,62515,2019,2,12,9,55,day,Winter
